DATE,SALES,QUANTITY_SOLD,DAILY_UNIT_PRICE
25/3/2016,228124.39800,5652,40.36171231423
25/4/2014,295741.34700,8537,34.64230373668
25/4/2015,496882.31500,13144,37.80297588253
25/4/2016,251449.52960,7372,34.10872620727
25/5/2014,210764.71800,6500,32.42534123077
25/5/2015,256434.50990,6795,37.73870638705
25/5/2016,253686.30250,7392,34.31903442911
25/6/2014,56077.54269,1601,35.02657257339
25/6/2015,183843.81730,4865,37.78906830421
25/6/2016,461280.78560,13793,33.44310777931
25/7/2014,515698.79580,15897,32.44000728439
25/7/2015,138624.94500,3572,38.80877519597
25/7/2016,43085.59501,1024,42.07577637695
25/8/2014,316404.06230,9493,33.33024989993
25/8/2015,217683.36230,6360,34.22694375786
25/8/2016,226375.54310,6647,34.05679902212
25/9/2014,358365.68300,11039,32.46360023553
25/9/2015,368037.69190,11030,33.36697116047
25/9/2016,72457.29759,1797,40.32125631052
26/1/2014,82885.21591,2426,34.16538166117
26/1/2015,91830.40204,2230,41.17955248430
26/1/2016,205197.89840,5992,34.24531014686
26/10/2014,128520.72780,3502,36.69923695031
26/10/2015,123320.78400,3347,36.84517000299
26/10/2016,62501.74070,1467,42.60514021813
26/11/2014,30371.43134,709,42.83699765867
26/11/2015,311443.18120,9273,33.58602191308
26/12/2014,48102.96241,1169,41.14881301112
26/12/2015,82778.44405,2013,41.12192948336
26/2/2014,225051.59150,6934,32.45624336602
26/2/2015,157291.73400,4171,37.71079693119
26/2/2016,188736.24740,4935,38.24442703141
26/3/2014,125310.03640,3666,34.18167932351
26/3/2015,229184.47190,6077,37.71342305414
26/3/2016,162929.49210,4103,39.70984452839
26/4/2014,285053.97990,8209,34.72456814472
26/4/2015,200369.82990,5179,38.68890324387
26/4/2016,280321.81070,8211,34.13978939228
26/5/2014,218189.34850,6752,32.31477317832
26/5/2015,199385.91240,5283,37.74103963657
26/5/2016,210305.29190,6138,34.26283673835
26/6/2014,55780.70745,1592,35.03813282035
26/6/2015,319579.79410,8450,37.82009397633
26/6/2016,221578.69680,6641,33.36526077398
26/7/2014,562590.36650,17343,32.43904552269
26/7/2015,81715.04533,2109,38.74587260787
26/7/2016,43894.99343,1044,42.04501286398
26/8/2014,242824.50130,7619,31.87091498884
26/8/2015,275458.80690,8035,34.28236551338
26/8/2016,337900.17820,9908,34.10377252725
26/9/2014,585463.99600,18036,32.46085584387
26/9/2015,351319.63810,10528,33.37002641527
26/9/2016,67355.06118,1671,40.30823529623
27/1/2014,72353.42588,2117,34.17733863014
27/1/2015,76992.93568,1870,41.17269287701
27/1/2016,214452.24840,6265,34.23020724661
27/10/2014,145185.26830,3949,36.76507173968
27/10/2015,117051.27720,3177,36.84333559962
27/10/2016,53675.21828,1257,42.70104875099
27/11/2014,37776.65877,880,42.92802132955
27/11/2015,375876.01340,11257,33.39042492671
27/12/2014,110162.13200,2676,41.16671599402
27/12/2015,69522.83697,1692,41.08914714539
27/2/2014,344299.68240,11082,31.06837054683
27/2/2015,307540.67520,8156,37.70729220206
27/2/2016,215951.50790,5609,38.50089283295
27/3/2014,119452.33960,3543,33.71502670054
27/3/2015,354191.35100,9386,37.73613370978
27/3/2016,58359.83218,1466,39.80888961801
27/4/2014,124964.79650,3592,34.78975403675
27/4/2015,194028.06180,5014,38.69726003191
27/4/2016,313434.93330,9182,34.13580192768
27/5/2014,226132.46390,7023,32.19884150648
27/5/2015,243554.22430,6453,37.74279006664
27/5/2016,364087.42430,10624,34.27027713667
27/6/2014,131721.23830,3759,35.04156379356
27/6/2015,369245.75870,9770,37.79383405322
27/6/2016,253702.22300,7593,33.41264625313
27/7/2014,266305.92590,8207,32.44863237480
27/7/2015,86842.86136,2242,38.73455011597
27/7/2016,67780.72889,1611,42.07369887647
27/8/2014,274712.25330,8909,30.83536348636
27/8/2015,228731.86550,6675,34.26694614232
27/8/2016,355069.54010,10393,34.16429713269
27/9/2014,617019.09150,19017,32.44565870011
27/9/2015,163289.93670,4895,33.35851617978
27/9/2016,58941.79283,1462,40.31586376881
28/1/2014,50415.90376,1476,34.15711636856
28/1/2015,59897.71588,1455,41.16681503780
28/1/2016,195767.97360,5723,34.20722935523
28/10/2014,89527.55663,2435,36.76696370842
28/10/2015,159299.98910,4532,35.15004172551
28/10/2016,102606.32700,2405,42.66375343035
28/11/2014,46818.20532,1096,42.71734062044
28/11/2015,434639.65900,13019,33.38502642292
28/12/2014,69051.33709,1677,41.17551406679
28/12/2015,133021.27280,3234,41.13211898578
28/2/2014,661876.50000,20805,31.81333813987
28/2/2015,350898.76350,9296,37.74728523021
28/2/2016,134995.85450,3452,39.10656271727
28/3/2014,276174.76930,8130,33.96983632226
28/3/2015,459484.66660,12181,37.72142407027
28/3/2016,85605.33192,2162,39.59543567068
28/4/2014,124175.80840,3576,34.72477863535
28/4/2015,190560.57920,4936,38.60627617504
28/4/2016,257324.60310,7520,34.21869722074
28/5/2014,243720.86800,7579,32.15739121256
28/5/2015,217746.01290,5770,37.73761055459
28/5/2016,397480.36950,11590,34.29511384814
28/6/2014,146169.07660,4172,35.03573264621
28/6/2015,185648.49110,4914,37.77950571836
28/6/2016,200616.07620,6007,33.39704947561
28/7/2014,292634.74570,9018,32.45007160124
28/7/2015,56976.78528,1474,38.65453546811
28/7/2016,51907.94315,1234,42.06478375203
28/8/2014,258066.16940,8400,30.72216302381
28/8/2015,387639.12000,11330,34.21351456311
28/8/2016,153893.68520,4507,34.14548151764
28/9/2014,283850.59710,8747,32.45119436378
28/9/2015,190892.45900,5720,33.37280751748
28/9/2016,58796.78502,1581,37.18961734345
29/1/2014,67458.30189,1974,34.17340521277
29/1/2015,57310.19404,1392,41.17111640805
29/1/2016,397984.32930,11900,33.44406128571
29/10/2014,81991.88284,2232,36.73471453405
29/10/2015,119047.40990,3231,36.84537601362
29/10/2016,124988.15550,2929,42.67263758962
29/11/2014,88321.62555,2068,42.70871641683
29/11/2015,238637.81640,7139,33.42734506233
29/12/2014,133307.36900,3237,41.18238152610
29/12/2015,161267.52060,4592,35.11923358014
29/2/2016,163079.37800,4270,38.19189180328
29/3/2014,357369.26690,10518,33.97692212398
29/3/2015,224102.88850,5937,37.74682305878
29/3/2016,84836.41434,2155,39.36724563341
29/4/2014,131842.57160,3807,34.63161849225
29/4/2015,198985.39960,5150,38.63794166990
29/4/2016,455554.33600,13321,34.19820854290
29/5/2014,207429.42900,6448,32.16957645782
29/5/2015,472160.75210,12507,37.75171920525
29/5/2016,204028.17680,5959,34.23866031213
29/6/2014,62073.58541,1772,35.03024007336
29/6/2015,165557.76180,4385,37.75547589510
29/6/2016,211700.81320,6345,33.36498237983
29/7/2014,212360.99310,6548,32.43142839035
29/7/2015,53433.66803,1381,38.69201160753
29/7/2016,93508.63389,2223,42.06416279352
29/8/2014,594007.21320,19317,30.75048988973
29/8/2015,461188.00490,13484,34.20261086473
29/8/2016,159625.74090,4672,34.16646851455
29/9/2014,264317.11040,8147,32.44348967718
29/9/2015,143082.13330,4288,33.36803481810
29/9/2016,57019.38967,1534,37.17039743807
3/1/2014,326906.07420,10084,32.41829375248
3/1/2015,245813.28830,6371,38.58315622351
3/1/2016,164527.53890,4694,35.05060479335
3/10/2014,518693.52870,15986,32.44673643813
3/10/2015,451100.06010,13508,33.39502961948
3/10/2016,142758.88110,3540,40.32736754237
3/11/2014,205368.92260,5581,36.79787181509
3/11/2015,192001.03460,5211,36.84533383228
3/11/2016,97039.00987,2266,42.82392315534
3/12/2014,71590.36929,1784,40.12913076794
3/12/2015,201048.83050,5732,35.07481341591
3/2/2014,143192.53340,4191,34.16667463613
3/2/2015,102072.44340,2479,41.17484606696
3/2/2016,264159.30060,7712,34.25302134336
3/3/2014,538827.20210,16884,31.91348034234
3/3/2015,249380.56540,6611,37.72206404477
3/3/2016,129719.05050,3364,38.56095436980
3/4/2014,136001.97820,3997,34.02601406055
3/4/2015,510289.21560,13503,37.79080319929
3/4/2016,90716.54789,2446,37.08771377351
3/5/2014,131436.79240,3697,35.55228358128
3/5/2015,259541.60870,6721,38.61651669394
3/5/2016,297500.67400,8717,34.12879132729
3/6/2014,328217.77000,10223,32.10581727477
3/6/2015,269835.82860,7148,37.74983612199
3/6/2016,373959.36200,10896,34.32079313510
3/7/2014,93450.53368,2667,35.03957018373
3/7/2015,268410.48070,7104,37.78300685529
3/7/2016,242185.18070,7259,33.36343583138
3/8/2014,307272.68370,9473,32.43668148422
3/8/2015,81142.02785,2074,39.12344640791
3/8/2016,48442.17148,1152,42.05049607639
3/9/2014,464067.79930,15100,30.73296684106
3/9/2015,271551.09510,7938,34.20900668934
3/9/2016,369091.05540,10800,34.17509772222
30/1/2014,64640.36931,1892,34.16510005814
30/1/2015,134540.21450,3268,41.16897628519
30/1/2016,512603.10350,15345,33.40522016944
30/10/2014,69704.49111,1898,36.72523240780
30/10/2015,285081.97430,7731,36.87517453111
30/10/2016,67521.03749,1582,42.68080751580
30/11/2014,101037.82780,2375,42.54224328421
30/11/2015,260653.66700,7423,35.11432938165
30/12/2013,223937.96790,6827,32.80181161564
30/12/2014,216389.50430,5607,38.59274198324
30/12/2015,208583.21800,5945,35.08548662742
30/3/2014,163865.49030,4791,34.20277401378
30/3/2015,215203.55880,5706,37.71530998948
30/3/2016,64308.91422,1746,36.83213872852
30/4/2014,154850.05730,4398,35.20919902228
30/4/2015,385482.87200,9986,38.60233046265
30/4/2016,556865.20330,16276,34.21388567830
30/5/2014,503149.43130,15637,32.17685178103
30/5/2015,546135.46240,14475,37.72956562349
30/5/2016,172797.93510,5048,34.23096971078
30/6/2014,93619.84699,2672,35.03736788548
30/6/2015,212465.08320,5627,37.75814522836
30/6/2016,282757.71140,8482,33.33620742749
30/7/2014,198019.33210,6102,32.45154573910
30/7/2015,55134.08182,1423,38.74496262825
30/7/2016,95343.59551,2267,42.05716608293
30/8/2014,717096.71280,23310,30.76347974260
30/8/2015,202249.67720,5913,34.20424102824
30/8/2016,133961.96700,3924,34.13913532110
30/9/2014,358024.98130,11036,32.44155321675
30/9/2015,323548.78530,9693,33.37963327143
30/9/2016,155918.38260,4216,36.98253856736
31/1/2014,137693.87350,4030,34.16721426799
31/1/2015,200193.61200,4862,41.17515672563
31/1/2016,218104.06690,6525,33.42591063602
31/10/2014,166652.39480,4537,36.73184809345
31/10/2015,391656.21260,11148,35.13241950126
31/10/2016,70020.59601,1639,42.72153508847
31/12/2013,300345.48460,9268,32.40672039275
31/12/2014,365055.31200,9464,38.57304649197
31/12/2015,325457.52500,9266,35.12384254263
31/3/2014,190719.61450,5583,34.16077637471
31/3/2015,355534.91200,9421,37.73855344443
31/3/2016,131168.48550,3554,36.90728348340
31/5/2014,603748.78950,18775,32.15705936085
31/5/2015,264637.36530,7009,37.75679345128
31/5/2016,258970.65410,7542,34.33713260408
31/7/2014,295508.32730,9108,32.44491955424
31/7/2015,145033.61080,3740,38.77904032086
31/7/2016,59514.99233,1415,42.06006525088
31/8/2014,358170.99630,11646,30.75485113344
31/8/2015,332559.76500,9721,34.21044799918
31/8/2016,236305.15640,6918,34.15801624747
4/1/2014,307043.93540,9470,32.42280204857
4/1/2015,178394.81200,4624,38.58019290657
4/1/2016,274990.14650,7843,35.06185726125
4/10/2014,656245.82840,20223,32.45046869406
4/10/2015,202902.62490,6085,33.34472060805
4/10/2016,96620.98693,2397,40.30913096788
4/11/2014,99244.68185,2519,39.39844456133
4/11/2015,201367.78700,5731,35.13658820450
4/11/2016,168349.26530,3938,42.74994040122
4/12/2014,54996.62169,1368,40.20220883772
4/12/2015,317690.76090,9038,35.15055995796
4/2/2014,130126.64990,3809,34.16294300341
4/2/2015,82514.10512,2005,41.15416714214
4/2/2016,197778.13370,5759,34.34244377496
4/3/2014,310346.12130,9789,31.70355718664
4/3/2015,258211.44420,6843,37.73366128891
4/3/2016,142127.64210,3665,38.77971135061
4/4/2014,190559.88750,5558,34.28569404462
4/4/2015,400302.03950,10600,37.76434334906
4/4/2016,131638.01960,3345,39.35366804185
4/5/2014,93082.04396,2642,35.23165933384
4/5/2015,320309.27440,8283,38.67068385851
4/5/2016,285968.48780,8364,34.19039787183
4/6/2014,286405.99880,8904,32.16599267745
4/6/2015,201146.48930,5326,37.76689622606
4/6/2016,402057.25290,11726,34.28767294047
4/7/2014,98087.55590,2799,35.04378560200
4/7/2015,316365.49870,8364,37.82466507652
4/7/2016,281531.68560,8431,33.39244284189
4/8/2014,362106.53260,11170,32.41777373321
4/8/2015,77672.88278,2007,38.70098793224
4/8/2016,46291.37192,1101,42.04484279746
4/9/2014,312311.95400,10164,30.72726820150
4/9/2015,340440.20550,9936,34.26330570652
4/9/2016,209026.01970,6119,34.16016010786
5/1/2014,179188.88450,5524,32.43824846126
5/1/2015,220443.63150,5717,38.55931983558
5/1/2016,215737.84280,6150,35.07932403252
5/10/2014,280055.11770,8631,32.44758633994
5/10/2015,294557.64640,8828,33.36629433620
5/10/2016,78861.59494,1955,40.33841173402
5/11/2014,72756.86310,1847,39.39191288576
5/11/2015,111874.55900,3036,36.84932773386
5/11/2016,202017.42200,4720,42.80030127119
5/12/2014,77884.18161,1914,40.69183992163
5/12/2015,378527.87260,10737,35.25452850889
5/2/2014,187155.86850,5764,32.46978981610
5/2/2015,46211.33246,1122,41.18657081996
5/2/2016,325749.00890,9501,34.28576033049
5/3/2014,256390.52220,8079,31.73542792425
5/3/2015,145975.83390,3858,37.83717830482
5/3/2016,152124.40790,3889,39.11658727179
5/4/2014,217110.50250,6320,34.35292761076
5/4/2015,135578.20340,3591,37.75499955444
5/4/2016,81910.87262,2048,39.99554327148
5/5/2014,110887.01330,3154,35.15758189601
5/5/2015,239922.99820,6191,38.75351287353
5/5/2016,237946.63270,6968,34.14848345293
5/6/2014,184989.88870,5783,31.98856799239
5/6/2015,293461.08390,7775,37.74419085531
5/6/2016,205719.45320,6007,34.24662114200
5/7/2014,117562.26290,3355,35.04091293592
5/7/2015,156873.04370,4146,37.83720301495
5/7/2016,219363.22010,6577,33.35308196746
5/8/2014,262349.59100,8091,32.42486602398
5/8/2015,75483.42255,1948,38.74919022074
5/8/2016,73453.14329,1746,42.06938332761
5/9/2014,501279.00040,16310,30.73445741263
5/9/2015,364416.73160,10643,34.24003867331
5/9/2016,228177.31680,6685,34.13273250561
6/1/2014,306351.95090,9448,32.42505830864
6/1/2015,181534.18870,4705,38.58324945802
6/1/2016,98646.98270,2401,41.08579037901
6/10/2014,375648.01750,11579,32.44218131963
6/10/2015,221618.32820,6636,33.39637254370
6/10/2016,70279.47439,1740,40.39050252299
6/11/2014,86867.45808,2309,37.62124646167
6/11/2015,214540.33310,5822,36.84993698042
6/11/2016,108459.00010,2537,42.75088691368
6/12/2014,150370.11670,3765,39.93894201859
6/12/2015,195425.39110,5505,35.49961691190
6/2/2014,102314.70960,3028,33.78953421400
6/2/2015,85730.41481,2082,41.17695235831
6/2/2016,371561.97640,10840,34.27693509225
6/3/2014,167803.65980,5072,33.08431778391
6/3/2015,269239.85260,7128,37.77214542649
6/3/2016,74132.78702,1882,39.39042880978
6/4/2014,119190.10000,3447,34.57792283145
6/4/2015,182466.25520,4836,37.73082200165
6/4/2016,54821.90851,1303,42.07360591711
6/5/2014,119385.57540,3324,35.91623808664
6/5/2015,224994.19510,5959,37.75703894949
6/5/2016,340851.50590,9973,34.17742965006
6/6/2014,288118.30440,9005,31.99536972793
6/6/2015,349413.00980,9255,37.75397188547
6/6/2016,177626.95010,5185,34.25784958534
6/7/2014,70153.08097,2002,35.04149898601
6/7/2015,173987.75150,4601,37.81520354271
6/7/2016,204005.58220,6098,33.45450675631
6/8/2014,80697.90350,2303,35.04034020842
6/8/2015,74354.57010,1922,38.68604063476
6/8/2016,71508.89795,1700,42.06405761765
6/9/2014,552703.90380,17985,30.73138191827
6/9/2015,164719.60450,4800,34.31658427083
6/9/2016,154494.78200,4519,34.18782518256
7/1/2014,224020.41000,6911,32.41504992042
7/1/2015,83176.48139,2020,41.17647593564
7/1/2016,74401.21529,1808,41.15111465155
7/10/2014,78111.71646,2127,36.72389114245
7/10/2015,63968.38248,1622,39.43796700370
7/10/2016,87748.86289,2176,40.32576419577
7/11/2014,140167.80390,3722,37.65927025793
7/11/2015,280264.24450,7987,35.09005189683
7/11/2016,112536.37710,2621,42.93642773750
7/12/2014,104675.37610,2712,38.59711508112
7/12/2015,90441.60337,2198,41.14722628298
7/2/2014,301553.84260,9284,32.48102570013
7/2/2015,105918.29330,2573,41.16529082783
7/2/2016,174581.67680,5089,34.30569400668
7/3/2014,465318.02150,14551,31.97842220466
7/3/2015,306920.21160,8127,37.76549915098
7/3/2016,91143.02861,2405,37.89730919335
7/4/2014,131910.19750,3854,34.22682861962
7/4/2015,176814.20260,4348,40.66563997240
7/4/2016,155615.41940,4413,35.26295477000
7/5/2014,91719.58938,2677,34.26208045573
7/5/2015,117197.97170,2848,41.15097320927
7/5/2016,388187.60140,11363,34.16242201883
7/6/2014,391930.87800,12222,32.06765488463
7/6/2015,179602.91520,4758,37.74756519546
7/6/2016,70441.90741,1675,42.05487009552
7/7/2014,68918.41529,1967,35.03732348246
7/7/2015,135753.76600,3593,37.78284608962
7/7/2016,69579.06846,1654,42.06715142684
7/8/2014,103272.62270,2947,35.04330597218
7/8/2015,120326.87630,3088,38.96595735104
7/8/2016,30066.12618,715,42.05052612587
7/9/2014,234153.76220,7620,30.72884018373
7/9/2015,178921.09930,5228,34.22362266641
7/9/2016,50736.47417,1206,42.07004491708
8/1/2014,101836.40220,2990,34.05899739130
8/1/2015,76894.77935,1868,41.16422877409
8/1/2016,106592.34300,2594,41.09188242097
8/10/2014,70509.13279,1923,36.66621569943
8/10/2015,59609.54471,1512,39.42430205688
8/10/2016,92053.32577,2283,40.32121146299
8/11/2014,160727.30280,4268,37.65869325211
8/11/2015,134136.72870,3640,36.85074964286
8/11/2016,100479.93000,2341,42.92179837676
8/12/2014,90121.53048,2222,40.55874459046
8/12/2015,117649.00060,3190,36.88056445141
8/2/2014,316073.17750,9737,32.46104318579
8/2/2015,73041.66087,1774,41.17342777339
8/2/2016,208489.36940,6087,34.25158031871
8/3/2014,520146.74960,16262,31.98541074899
8/3/2015,122106.79560,2966,41.16884544842
8/3/2016,60528.09336,1577,38.38179667724
8/4/2014,118921.30770,3394,35.03868818503
8/4/2015,100917.67160,2451,41.17408062016
8/4/2016,264086.89380,7494,35.23977766213
8/5/2014,96335.44895,2683,35.90586990309
8/5/2015,330589.19980,8748,37.79026060814
8/5/2016,139178.98410,4074,34.16273541973
8/6/2014,193772.58110,6037,32.09749562697
8/6/2015,109810.54570,2613,42.02470176043
8/6/2016,162923.84960,4765,34.19178375656
8/7/2014,108417.40280,3094,35.04117737557
8/7/2015,84426.50941,2114,39.93685402554
8/7/2016,87184.74003,2073,42.05727931983
8/8/2014,439421.42210,13542,32.44878320041
8/8/2015,131867.99350,3388,38.92207600354
8/8/2016,37726.61590,897,42.05865763657
8/9/2014,244481.49770,7958,30.72147495602
8/9/2015,70286.99781,1810,38.83259547514
8/9/2016,43292.14924,1029,42.07205951409
9/1/2014,107804.30490,3159,34.12608575499
9/1/2015,123859.38800,3008,41.17665824468
9/1/2016,134629.65820,3274,41.12084856445
9/10/2014,103281.31100,2809,36.76799964400
9/10/2015,126588.25300,3211,39.42331142946
9/10/2016,51751.38325,1284,40.30481561526
9/11/2014,74115.62878,1968,37.66038047764
9/11/2015,94243.46553,2338,40.30943778015
9/11/2016,81649.68867,1901,42.95091460810
9/12/2014,75425.44370,1861,40.52952375067
9/12/2015,141285.39550,3814,37.04388974830
9/2/2014,135178.04260,4163,32.47130497238
9/2/2015,97908.54710,2378,41.17264386039
9/2/2016,84495.16667,2053,41.15692482708
9/3/2014,224699.25280,7014,32.03582161392
9/3/2015,117661.28080,2858,41.16909755073
9/3/2016,38340.59961,913,41.99408500548
9/4/2014,124828.28280,3563,35.03460084199
9/4/2015,74690.67273,1814,41.17457151599
9/4/2016,272761.29750,7738,35.24958613337
9/5/2014,303226.29840,9328,32.50710746141
9/5/2015,389972.11980,10329,37.75507017136
9/5/2016,66400.30305,1579,42.05212352755
9/6/2014,214177.98340,6607,32.41682812169
9/6/2015,76956.92035,1830,42.05296193989
9/6/2016,138752.52760,3953,35.10056352138
9/7/2014,81802.60821,2335,35.03323692077
9/7/2015,70815.19029,1797,39.40745146912
9/7/2016,78700.43605,1871,42.06330093533
9/8/2014,408616.35060,12588,32.46078412774
9/8/2015,75504.00274,1944,38.83950758230
9/8/2016,30831.69463,733,42.06233919509
9/9/2014,122749.63530,3503,35.04128898087
9/9/2015,76013.67790,1961,38.76271183070
9/9/2016,77335.91860,1917,40.34215889411
